date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:55:00	42767/42767	---MCZ	200	added ('OK')	text/javascript	date:Sat,%2008%20Jul%202023%2007:54:57%20GMT	https://bigon-6.myshopify.com/cdn/shop/t/6/assets/owl.carousel.min.js?v=39625633880638491061645332548	C:/My%20Web%20Sites/smart-electronics/bigon-6.myshopify.com/cdn/shop/t/6/assets/owl.carousel.min753d.js	(from https://bigon-6.myshopify.com/)
13:55:00	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Jul%202023%2007:54:58%20GMT	http://bigon-6.myshopify.com/cdn/shop/t/6/assets/tippy.min.js?v=157736563639682071161645332572	C:/My%20Web%20Sites/smart-electronics/bigon-6.myshopify.com/cdn/shop/t/6/assets/tippy.min736c.js	(from https://bigon-6.myshopify.com/)
13:55:00	15506/15506	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2006%20Jul%202023%2020:51:21%20GMT	https://bigon-6.myshopify.com/cdn/shop/t/6/assets/lazysizes.min.js?v=89644803952926230611645332510	C:/My%20Web%20Sites/smart-electronics/bigon-6.myshopify.com/cdn/shop/t/6/assets/lazysizes.min41a3.js	(from https://bigon-6.myshopify.com/)
13:55:01	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Jul%202023%2007:54:59%20GMT	http://bigon-6.myshopify.com/cdn/shop/t/6/assets/slick.min.js?v=129419428051093955041645332579	C:/My%20Web%20Sites/smart-electronics/bigon-6.myshopify.com/cdn/shop/t/6/assets/slick.min60f5.js	(from https://bigon-6.myshopify.com/)
13:55:01	52347/52347	---MCZ	200	added ('OK')	text/javascript	date:Sat,%2008%20Jul%202023%2004:40:44%20GMT	https://bigon-6.myshopify.com/cdn/shop/t/6/assets/tippy.min.js?v=157736563639682071161645332572	C:/My%20Web%20Sites/smart-electronics/bigon-6.myshopify.com/cdn/shop/t/6/assets/tippy.min736c.js	(from https://bigon-6.myshopify.com/)
13:55:01	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Jul%202023%2007:54:59%20GMT	http://cdn.shopify.com/s/javascripts/currencies.js	C:/My%20Web%20Sites/smart-electronics/cdn.shopify.com/s/javascripts/currencies.e.delayed	(from https://bigon-6.myshopify.com/)
13:55:01	43718/43718	---MCZ	200	added ('OK')	text/javascript	date:Sat,%2008%20Jul%202023%2004:40:44%20GMT	https://bigon-6.myshopify.com/cdn/shop/t/6/assets/slick.min.js?v=129419428051093955041645332579	C:/My%20Web%20Sites/smart-electronics/bigon-6.myshopify.com/cdn/shop/t/6/assets/slick.min60f5.js	(from https://bigon-6.myshopify.com/)
13:55:02	2520/2520	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2007%20Jul%202023%2009:59:43%20GMT	https://cdn.shopify.com/s/javascripts/currencies.js	C:/My%20Web%20Sites/smart-electronics/cdn.shopify.com/s/javascripts/currencies.js	(from https://bigon-6.myshopify.com/)
13:55:02	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Jul%202023%2007:55:00%20GMT	http://bigon-6.myshopify.com/cdn/shop/t/6/assets/jquery.currencies.min.js?v=131103754243345536471645332581	C:/My%20Web%20Sites/smart-electronics/bigon-6.myshopify.com/cdn/shop/t/6/assets/jquery.currencies.min2528.js	(from https://bigon-6.myshopify.com/)
13:55:03	18923/18923	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2006%20Jul%202023%2020:51:21%20GMT	https://bigon-6.myshopify.com/cdn/shop/t/6/assets/jquery.currencies.min.js?v=131103754243345536471645332581	C:/My%20Web%20Sites/smart-electronics/bigon-6.myshopify.com/cdn/shop/t/6/assets/jquery.currencies.min2528.js	(from https://bigon-6.myshopify.com/)
13:55:03	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Jul%202023%2007:55:01%20GMT	http://bigon-6.myshopify.com/cdn/shop/t/6/assets/theme.min.js?v=104990965764202793601645332648	C:/My%20Web%20Sites/smart-electronics/bigon-6.myshopify.com/cdn/shop/t/6/assets/theme.min43d2.js	(from https://bigon-6.myshopify.com/)
13:55:03	30079/30079	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2006%20Jul%202023%2020:51:21%20GMT	https://bigon-6.myshopify.com/cdn/shop/t/6/assets/theme.min.js?v=104990965764202793601645332648	C:/My%20Web%20Sites/smart-electronics/bigon-6.myshopify.com/cdn/shop/t/6/assets/theme.min43d2.js	(from https://bigon-6.myshopify.com/)
13:55:03	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Jul%202023%2007:55:01%20GMT	http://bigon-6.myshopify.com/cdn/fonts/work_sans/worksans_n4.29e3afeb38a0ba35e784cf169a40e8beaf814daa.woff2?h1=Ymlnb24tNi5hY2NvdW50Lm15c2hvcGlmeS5jb20&hmac=25a81ad6998fb3bfa90e7871c1058e1cef1aa8524d8f832370a81616e6a54ec6	C:/My%20Web%20Sites/smart-electronics/bigon-6.myshopify.com/cdn/fonts/work_sans/worksans_n4.29e3afeb38a0ba35e784cf169a40e8beaf814daa541d.woff2	(from https://bigon-6.myshopify.com/)
13:55:03	26700/26700	---M--	200	added ('OK')	font/woff2	date:Mon,%2019%20Jun%202023%2014:04:04%20GMT	https://bigon-6.myshopify.com/cdn/fonts/work_sans/worksans_n4.29e3afeb38a0ba35e784cf169a40e8beaf814daa.woff2?h1=Ymlnb24tNi5hY2NvdW50Lm15c2hvcGlmeS5jb20&hmac=25a81ad6998fb3bfa90e7871c1058e1cef1aa8524d8f832370a81616e6a54ec6	C:/My%20Web%20Sites/smart-electronics/bigon-6.myshopify.com/cdn/fonts/work_sans/worksans_n4.29e3afeb38a0ba35e784cf169a40e8beaf814daa541d.woff2	(from https://bigon-6.myshopify.com/)
13:55:04	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Jul%202023%2007:55:02%20GMT	http://bigon-6.myshopify.com/cdn/shop/t/6/assets/plugins.css?v=125125202649890534761645332648	C:/My%20Web%20Sites/smart-electronics/bigon-6.myshopify.com/cdn/shop/t/6/assets/pluginsf037.css	(from https://bigon-6.myshopify.com/)
13:55:05	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Jul%202023%2007:55:02%20GMT	http://bigon-6.myshopify.com/cdn/shop/t/6/assets/slick.min.css?v=172243757244787934991645332530	C:/My%20Web%20Sites/smart-electronics/bigon-6.myshopify.com/cdn/shop/t/6/assets/slick.min37cc.css	(from https://bigon-6.myshopify.com/)
13:55:05	309495/309495	---MCZ	200	added ('OK')	text/css	date:Sat,%2008%20Jul%202023%2005:20:20%20GMT	https://bigon-6.myshopify.com/cdn/shop/t/6/assets/plugins.css?v=125125202649890534761645332648	C:/My%20Web%20Sites/smart-electronics/bigon-6.myshopify.com/cdn/shop/t/6/assets/pluginsf037.css	(from https://bigon-6.myshopify.com/)
13:55:06	1748/1748	---M-Z	200	added ('OK')	text/css	date:Fri,%2007%20Jul%202023%2013:21:27%20GMT	https://bigon-6.myshopify.com/cdn/shop/t/6/assets/slick.min.css?v=172243757244787934991645332530	C:/My%20Web%20Sites/smart-electronics/bigon-6.myshopify.com/cdn/shop/t/6/assets/slick.min37cc.css	(from https://bigon-6.myshopify.com/)
13:55:07	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Jul%202023%2007:55:04%20GMT	http://bigon-6.myshopify.com/cdn/shop/t/6/assets/style.min.css?v=125022362800571592201645332648	C:/My%20Web%20Sites/smart-electronics/bigon-6.myshopify.com/cdn/shop/t/6/assets/style.min9284.css	(from https://bigon-6.myshopify.com/)
13:55:07	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Jul%202023%2007:55:05%20GMT	http://bigon-6.myshopify.com/cdn/shop/t/6/assets/theme-settings.css?v=48883255238501902091645332648	C:/My%20Web%20Sites/smart-electronics/bigon-6.myshopify.com/cdn/shop/t/6/assets/theme-settings0c24.css	(from https://bigon-6.myshopify.com/)
13:55:07	387955/387955	---MCZ	200	added ('OK')	text/css	date:Thu,%2006%20Jul%202023%2020:51:21%20GMT	https://bigon-6.myshopify.com/cdn/shop/t/6/assets/style.min.css?v=125022362800571592201645332648	C:/My%20Web%20Sites/smart-electronics/bigon-6.myshopify.com/cdn/shop/t/6/assets/style.min9284.css	(from https://bigon-6.myshopify.com/)
13:55:08	7085/7085	---M-Z	200	added ('OK')	text/css	date:Thu,%2006%20Jul%202023%2020:51:21%20GMT	https://bigon-6.myshopify.com/cdn/shop/t/6/assets/theme-settings.css?v=48883255238501902091645332648	C:/My%20Web%20Sites/smart-electronics/bigon-6.myshopify.com/cdn/shop/t/6/assets/theme-settings0c24.css	(from https://bigon-6.myshopify.com/)
13:55:08	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Jul%202023%2007:55:06%20GMT	http://bigon-6.myshopify.com/cdn/fonts/work_sans/worksans_n4.e7c533c4afbed28070f6ac45dbcfe6f37840c0a8.woff?h1=Ymlnb24tNi5hY2NvdW50Lm15c2hvcGlmeS5jb20&hmac=ef752a7aee7b9b0a6d3e496d83ba0aeda9889016d73bcd7899396438ae61fdb8	C:/My%20Web%20Sites/smart-electronics/bigon-6.myshopify.com/cdn/fonts/work_sans/worksans_n4.e7c533c4afbed28070f6ac45dbcfe6f37840c0a8b088.woff	(from https://bigon-6.myshopify.com/)
13:55:09	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Jul%202023%2007:55:06%20GMT	http://cdn.shopify.com/s/files/1/0259/8194/3911/files/snow1.png?207	C:/My%20Web%20Sites/smart-electronics/cdn.shopify.com/s/files/1/0259/8194/3911/files/snow169ad.png	(from https://bigon-6.myshopify.com/)
13:55:09	26688/26688	---M--	200	added ('OK')	font/woff2	date:Sun,%2025%20Jun%202023%2014:46:35%20GMT	https://bigon-6.myshopify.com/cdn/fonts/work_sans/worksans_n4.e7c533c4afbed28070f6ac45dbcfe6f37840c0a8.woff?h1=Ymlnb24tNi5hY2NvdW50Lm15c2hvcGlmeS5jb20&hmac=ef752a7aee7b9b0a6d3e496d83ba0aeda9889016d73bcd7899396438ae61fdb8	C:/My%20Web%20Sites/smart-electronics/bigon-6.myshopify.com/cdn/fonts/work_sans/worksans_n4.e7c533c4afbed28070f6ac45dbcfe6f37840c0a8b088.woff	(from https://bigon-6.myshopify.com/)
13:55:09	2570/2570	---M--	200	added ('OK')	image/png	date:Fri,%2009%20Jun%202023%2005:43:39%20GMT	https://cdn.shopify.com/s/files/1/0259/8194/3911/files/snow1.png?207	C:/My%20Web%20Sites/smart-electronics/cdn.shopify.com/s/files/1/0259/8194/3911/files/snow169ad.png	(from https://bigon-6.myshopify.com/)
13:55:10	1659/1659	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2013%20Mar%202023%2017:28:25%20GMT	https://cdn.shopify.com/shopifycloud/checkout-web/assets/checkout-web-packages~Information~NoAddressLocation~Payment~PostPurchase~Review~Shipping~ShopPay~Sho~cf13f96e.baseline.en.8d3a709bcf8c04f77ed7.js	C:/My%20Web%20Sites/smart-electronics/cdn.shopify.com/shopifycloud/checkout-web/assets/checkout-web-packages_Information_NoAddressLocation_Payment_PostPurchase_Review_Shipping_ShopPay_Sho_cf13f96e.baseline.en.8d3a709bcf8c04f77ed7.js	(from https://bigon-6.myshopify.com/)
13:55:11	201790/201790	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:5aee4c3bd67660ccd5feb0cbe59f7a68%22	https://bigon-6.myshopify.com/ga	C:/My%20Web%20Sites/smart-electronics/bigon-6.myshopify.com/ga.html	(from https://bigon-6.myshopify.com/)
13:55:11	77307/77307	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2013%20Mar%202023%2017:24:00%20GMT	https://cdn.shopify.com/shopifycloud/checkout-web/assets/Information~Payment~ShopPay.baseline.en.935f71e1b5e37b1a673d.js	C:/My%20Web%20Sites/smart-electronics/cdn.shopify.com/shopifycloud/checkout-web/assets/Information_Payment_ShopPay.baseline.en.935f71e1b5e37b1a673d.js	(from https://bigon-6.myshopify.com/)
13:55:11	14938/14938	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2013%20Mar%202023%2017:56:14%20GMT	https://cdn.shopify.com/shopifycloud/checkout-web/assets/Information~Payment.baseline.en.e38e94a10255bd8dac2c.js	C:/My%20Web%20Sites/smart-electronics/cdn.shopify.com/shopifycloud/checkout-web/assets/Information_Payment.baseline.en.e38e94a10255bd8dac2c.js	(from https://bigon-6.myshopify.com/)
13:55:11	197499/197499	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2013%20Mar%202023%2017:50:07%20GMT	https://cdn.shopify.com/shopifycloud/checkout-web/assets/Information.baseline.en.3c067bc64a64a71ff5ad.js	C:/My%20Web%20Sites/smart-electronics/cdn.shopify.com/shopifycloud/checkout-web/assets/Information.baseline.en.3c067bc64a64a71ff5ad.js	(from https://bigon-6.myshopify.com/)
13:55:12	371579/371579	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2013%20Mar%202023%2017:40:07%20GMT	https://cdn.shopify.com/shopifycloud/checkout-web/assets/checkout-web-ui~app.baseline.en.26a0342d355a675e2801.js	C:/My%20Web%20Sites/smart-electronics/cdn.shopify.com/shopifycloud/checkout-web/assets/checkout-web-ui_app.baseline.en.26a0342d355a675e2801.js	(from https://bigon-6.myshopify.com/)
13:55:12	459676/459676	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2013%20Mar%202023%2016:56:39%20GMT	https://cdn.shopify.com/shopifycloud/checkout-web/assets/vendors~app.baseline.en.1188b9033722bc012e84.js	C:/My%20Web%20Sites/smart-electronics/cdn.shopify.com/shopifycloud/checkout-web/assets/vendors_app.baseline.en.1188b9033722bc012e84.js	(from https://bigon-6.myshopify.com/)
13:55:12	161668/161668	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2013%20Mar%202023%2017:51:18%20GMT	https://cdn.shopify.com/shopifycloud/checkout-web/assets/checkout-web-packages~app.baseline.en.4e70883e139eb5a799c1.js	C:/My%20Web%20Sites/smart-electronics/cdn.shopify.com/shopifycloud/checkout-web/assets/checkout-web-packages_app.baseline.en.4e70883e139eb5a799c1.js	(from https://bigon-6.myshopify.com/)
13:55:13	180614/180614	---MCZ	200	added ('OK')	text/css	date:Mon,%2013%20Mar%202023%2017:43:04%20GMT	https://cdn.shopify.com/shopifycloud/checkout-web/assets/vendors~app.baseline.en.954db6995929b6f1f646.css	C:/My%20Web%20Sites/smart-electronics/cdn.shopify.com/shopifycloud/checkout-web/assets/vendors_app.baseline.en.954db6995929b6f1f646.css	(from https://bigon-6.myshopify.com/)
13:55:13	8976/8976	---MCZ	200	added ('OK')	text/css	date:Mon,%2013%20Mar%202023%2017:47:03%20GMT	https://cdn.shopify.com/shopifycloud/checkout-web/assets/app.baseline.en.dd733f21b66b59afc26d.css	C:/My%20Web%20Sites/smart-electronics/cdn.shopify.com/shopifycloud/checkout-web/assets/app.baseline.en.dd733f21b66b59afc26d.css	(from https://bigon-6.myshopify.com/)
13:55:13	3021/3021	---MCZ	200	added ('OK')	text/css	date:Mon,%2013%20Mar%202023%2016:53:20%20GMT	https://cdn.shopify.com/shopifycloud/checkout-web/assets/Information~Payment~ShopPay.baseline.en.9f248e42bf2a8151ea27.css	C:/My%20Web%20Sites/smart-electronics/cdn.shopify.com/shopifycloud/checkout-web/assets/Information_Payment_ShopPay.baseline.en.9f248e42bf2a8151ea27.css	(from https://bigon-6.myshopify.com/)
13:55:14	108752/108752	---MCZ	404	error ('Not%20Found')	text/html	etag:%22cacheable:2eb77edda43d921330e19864064d0d4f%22	https://bigon-6.myshopify.com/GET	C:/My%20Web%20Sites/smart-electronics/bigon-6.myshopify.com/GET	(from https://bigon-6.myshopify.com/)
13:55:14	1922/1922	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2008%20Jul%202023%2005:13:26%20GMT	https://cdn.shopify.com/shopifycloud/storefront-recaptcha-v3/v0.6/index.js	C:/My%20Web%20Sites/smart-electronics/cdn.shopify.com/shopifycloud/storefront-recaptcha-v3/v0.6/index.js	(from https://bigon-6.myshopify.com/)
13:55:15	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Jul%202023%2007:55:12%20GMT	http://cdn.shopify.com/shopifycloud/shopify/assets/storefront/load_feature-3f13ad638dda6342084642726e80965205d5b82d761805d0f0b2850313bc1fdf.js	C:/My%20Web%20Sites/smart-electronics/cdn.shopify.com/shopifycloud/shopify/assets/storefront/load_feature-3f13ad638dda6342084642726e80965205d5b82d761805d0f0b2850313bc1fdf.2f.delayed	(from https://bigon-6.myshopify.com/)
13:55:15	11350/11350	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2005%20Jun%202023%2021:17:02%20GMT	https://cdn.shopify.com/shopifycloud/shopify/assets/storefront/load_feature-3f13ad638dda6342084642726e80965205d5b82d761805d0f0b2850313bc1fdf.js	C:/My%20Web%20Sites/smart-electronics/cdn.shopify.com/shopifycloud/shopify/assets/storefront/load_feature-3f13ad638dda6342084642726e80965205d5b82d761805d0f0b2850313bc1fdf.js	(from https://bigon-6.myshopify.com/)
13:55:15	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Jul%202023%2007:55:13%20GMT	http://cdn.shopify.com/shopifycloud/shopify/assets/storefront/features-87e8399988880142f2c62771b9d8f2ff6c290b3ff745dd426eb0dfe0db9d1dae.js	C:/My%20Web%20Sites/smart-electronics/cdn.shopify.com/shopifycloud/shopify/assets/storefront/features-87e8399988880142f2c62771b9d8f2ff6c290b3ff745dd426eb0dfe0db9d1dae.31.delayed	(from https://bigon-6.myshopify.com/)
13:55:15	37632/37632	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2013%20Mar%202023%2017:37:14%20GMT	https://cdn.shopify.com/shopifycloud/shopify/assets/storefront/features-87e8399988880142f2c62771b9d8f2ff6c290b3ff745dd426eb0dfe0db9d1dae.js	C:/My%20Web%20Sites/smart-electronics/cdn.shopify.com/shopifycloud/shopify/assets/storefront/features-87e8399988880142f2c62771b9d8f2ff6c290b3ff745dd426eb0dfe0db9d1dae.js	(from https://bigon-6.myshopify.com/)
13:55:16	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Jul%202023%2007:55:13%20GMT	http://bigon-6.myshopify.com/cdn/shop/t/6/assets/Wishlist.js?v=58623191659563579861645332514	C:/My%20Web%20Sites/smart-electronics/bigon-6.myshopify.com/cdn/shop/t/6/assets/Wishlistcec8.js	(from https://bigon-6.myshopify.com/)
13:55:16	2495/2495	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2006%20Jul%202023%2022:12:32%20GMT	https://bigon-6.myshopify.com/cdn/shop/t/6/assets/Wishlist.js?v=58623191659563579861645332514	C:/My%20Web%20Sites/smart-electronics/bigon-6.myshopify.com/cdn/shop/t/6/assets/Wishlistcec8.js	(from https://bigon-6.myshopify.com/)
13:55:17	108752/108752	---MCZ	404	error ('Not%20Found')	text/html	etag:%22cacheable:2eb77edda43d921330e19864064d0d4f%22	https://bigon-6.myshopify.com/POST	C:/My%20Web%20Sites/smart-electronics/bigon-6.myshopify.com/POST	(from https://bigon-6.myshopify.com/)
13:55:17	26523/26523	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	etag:%22cacheable:2eb77edda43d921330e19864064d0d4f%22	https://bigon-6.myshopify.com/cdn	C:/My%20Web%20Sites/smart-electronics/bigon-6.myshopify.com/cdn	(from https://bigon-6.myshopify.com/)
13:55:17	114968/114968	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2028%20Jun%202023%2015:15:10%20GMT	https://cdn.shopify.com/s/trekkie.storefront.6deef03150cfc3807450afdae3e05f036f41d450.min.js	C:/My%20Web%20Sites/smart-electronics/cdn.shopify.com/s/trekkie.storefront.6deef03150cfc3807450afdae3e05f036f41d450.min.js	(from https://bigon-6.myshopify.com/)
13:55:19	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Jul%202023%2007:55:15%20GMT	http://bigon-6.myshopify.com/cdn/shopifycloud/shopify/assets/shop_events_listener-65cd0ba3fcd81a1df33f2510ec5bcf8c0e0958653b50e3965ec972dd638ee13f.js	C:/My%20Web%20Sites/smart-electronics/bigon-6.myshopify.com/cdn/shopifycloud/shopify/assets/shop_events_listener-65cd0ba3fcd81a1df33f2510ec5bcf8c0e0958653b50e3965ec972dd638ee13f.js	(from https://bigon-6.myshopify.com/)
13:55:20	8318/8318	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2012%20Apr%202023%2016:30:59%20GMT	https://bigon-6.myshopify.com/cdn/shopifycloud/shopify/assets/shop_events_listener-65cd0ba3fcd81a1df33f2510ec5bcf8c0e0958653b50e3965ec972dd638ee13f.js	C:/My%20Web%20Sites/smart-electronics/bigon-6.myshopify.com/cdn/shopifycloud/shopify/assets/shop_events_listener-65cd0ba3fcd81a1df33f2510ec5bcf8c0e0958653b50e3965ec972dd638ee13f.js	(from https://bigon-6.myshopify.com/)
13:55:20	59535/59535	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2010%20Apr%202023%2017:31:01%20GMT	https://bigon-6.myshopify.com/cdn/shopifycloud/boomerang/shopify-boomerang-1.0.0.min.js	C:/My%20Web%20Sites/smart-electronics/bigon-6.myshopify.com/cdn/shopifycloud/boomerang/shopify-boomerang-1.0.0.min.js	(from https://bigon-6.myshopify.com/)
13:55:21	131342/131342	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:a6b17d9156de85e254256bbd61d674ea%22	https://bigon-6.myshopify.com/account/login	C:/My%20Web%20Sites/smart-electronics/bigon-6.myshopify.com/account/login.html	(from https://bigon-6.myshopify.com/)
13:55:22	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Jul%202023%2007:55:19%20GMT	http://bigon-6.myshopify.com/cdn/shop/files/logoastor_300x300.png?v=1645334114	C:/My%20Web%20Sites/smart-electronics/bigon-6.myshopify.com/cdn/shop/files/logoastor_300x3008d5a.png	(from https://bigon-6.myshopify.com/)
13:55:23	130597/130597	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:d2b603c1096844b6801d0a55983306a5%22	https://bigon-6.myshopify.com/account/register	C:/My%20Web%20Sites/smart-electronics/bigon-6.myshopify.com/account/register.html	(from https://bigon-6.myshopify.com/)
13:55:23	2628/2628	---M--	200	added ('OK')	image/png	date:Sat,%2008%20Jul%202023%2005:17:04%20GMT	https://bigon-6.myshopify.com/cdn/shop/files/logoastor_300x300.png?v=1645334114	C:/My%20Web%20Sites/smart-electronics/bigon-6.myshopify.com/cdn/shop/files/logoastor_300x3008d5a.png	(from https://bigon-6.myshopify.com/)
13:55:24	129065/129065	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:b2c90e6818438fe4262d257a29b92b04%22	https://bigon-6.myshopify.com/pages/wishlist	C:/My%20Web%20Sites/smart-electronics/bigon-6.myshopify.com/pages/wishlist.html	(from https://bigon-6.myshopify.com/)
13:55:25	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2008%20Jul%202023%2007:55:22%20GMT	https://bigon-6.myshopify.com/?preview_theme_id=122414596155	C:/My%20Web%20Sites/smart-electronics/bigon-6.myshopify.com/index9205.html	(from https://bigon-6.myshopify.com/)
13:55:25	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2008%20Jul%202023%2007:55:22%20GMT	https://bigon-6.myshopify.com/?preview_theme_id=122448347195	C:/My%20Web%20Sites/smart-electronics/bigon-6.myshopify.com/indexde81.html	(from https://bigon-6.myshopify.com/)
13:55:25	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2008%20Jul%202023%2007:55:22%20GMT	https://bigon-6.myshopify.com/?preview_theme_id=121926254651	C:/My%20Web%20Sites/smart-electronics/bigon-6.myshopify.com/indexa7b5.html	(from https://bigon-6.myshopify.com/)
